#   wl        direct       diffuse (W/m^2/mic)
2.2775    43.2389030     1.3116357
2.2800    43.4264946     1.3155315
2.2825    43.2225189     1.3075731
2.2850    43.5024223     1.3142489
2.2875    43.2961197     1.3062423
2.2900    41.9154167     1.2628629
2.2925    41.7147179     1.2551153
2.2950    40.7406235     1.2241495
2.2975    40.7246017     1.2220081
2.3000    39.9553261     1.1973048
2.3025    39.9739761     1.1962470
2.3050    40.9828033     1.2247807
2.3075    40.8198853     1.2182664
2.3100    44.1142426     1.3148123
2.3125    43.9374428     1.3077803
2.3150    34.2912788     1.0193001
2.3175    34.1577034     1.0139618
2.3200    34.0241165     1.0086477
2.3225    35.8899536     1.0625347
2.3250    35.7431259     1.0567690
2.3275    40.4719543     1.1949824
2.3300    40.3110008     1.1886377
2.3325    38.5137520     1.1341276
2.3350    38.3593330     1.1280798
2.3375    33.8801041     0.9950272
2.3400    33.7328568     0.9893852
2.3425    34.8283997     1.0201585
2.3450    34.6863403     1.0146452
2.3475    26.2397003     0.7665517
2.3500    26.1277237     0.7622685
2.3525    26.0197716     0.7581121
2.3550    34.5781555     1.0061387
2.3575    34.4286690     1.0004696
2.3600    32.8802261     0.9542079
2.3625    32.7368126     0.9487956
2.3650    33.1867065     0.9605682
2.3675    33.0354233     0.9549299
2.3700    24.5633450     0.7091058
2.3725    24.4581966     0.7051408
2.3750    24.3530350     0.7011904
2.3775    26.1290131     0.7513360
2.3800    26.0114269     0.7469770
2.3825    23.5598106     0.6756898
2.3850    23.4566555     0.6718524
2.3875    26.7686138     0.7657174
2.3900    26.6459198     0.7612126
2.3925    28.3837433     0.8098028
2.3950    28.2571449     0.8051410
2.3975    28.2533741     0.8039882
2.4000    33.6979599     0.9576735
2.4025    33.7103691     0.9567872
2.4050    22.6060200     0.6407858
2.4075    22.5236816     0.6376254
2.4100    23.1427364     0.6543034
2.4125    23.0538960     0.6509501
2.4150    22.9689465     0.6477109
2.4175    13.7547579     0.3873775
2.4200    13.7013474     0.3853744
2.4225    24.8427391     0.6978495
2.4250    24.7497787     0.6943432
2.4275    35.4802780     0.9941024
2.4300    35.3403282     0.9889163
2.4325    35.2003708     0.9837324
2.4350     9.3999758     0.2623619
2.4375     9.3640976     0.2610250
2.4400    31.5717049     0.8789418
2.4425    31.4502316     0.8744429
2.4450    10.0675268     0.2795617
2.4475    10.0266953     0.2780723
2.4500     9.9840717     0.2765377
2.4525    13.7590075     0.3806110
2.4550    13.7074547     0.3787017
2.4575    18.5628910     0.5121946
2.4600    18.4860439     0.5094272
2.4625    18.4058208     0.5065750
2.4650    23.0165958     0.6326724
2.4675    22.9285278     0.6294538
2.4700     7.3339100     0.2010828
2.4725     7.3029060     0.1999800
2.4750     7.2732573     0.1989170
2.4775    14.6079712     0.3990092
2.4800    14.5454206     0.3968012
2.4825     8.7108421     0.2373352
2.4850     8.6748695     0.2360572
2.4875     8.6388931     0.2347844
2.4900     4.3599296     0.1183435
2.4925     4.3408556     0.1176781
2.4950     5.8403487     0.1581300
2.4975     5.8371458     0.1578458
2.5000     5.8328133     0.1575319
2.5025     3.3671768     0.0908267
2.5050     3.3672814     0.0907163
2.5075     5.0712366     0.1365210
2.5100     5.0536613     0.1359469
2.5125     5.0351000     0.1353475
2.5150     0.6753334     0.0181401
2.5175     0.6728343     0.0180597
2.5200     1.6550704     0.0443913
2.5225     1.6492277     0.0442023
2.5250     1.6430570     0.0440047
2.5275     0.4556300     0.0121938
2.5300     0.4539118     0.0121390
2.5325     0.0190124     0.0005081
2.5350     0.0189439     0.0005059
2.5375     0.0188679     0.0005035
2.5400     0.0435732     0.0011619
2.5425     0.0434057     0.0011566
2.5450     0.0008610     0.0000229
2.5475     0.0008577     0.0000228
2.5500     0.0008545     0.0000227
2.5525     0.0802055     0.0021310
2.5550     0.0798912     0.0021211
2.5575     0.0795602     0.0021108
2.5600     0.0000039     0.0000001
2.5625     0.0000039     0.0000001
2.5650     0.0000000     0.0000000
2.5675     0.0000000     0.0000000
2.5700     0.0000000     0.0000000
2.5725     0.0000000     0.0000000
2.5750     0.0000000     0.0000000
2.5775     0.0000048     0.0000001
2.5800     0.0000048     0.0000001
2.5825     0.0000048     0.0000001
2.5850     0.0000000     0.0000000
2.5875     0.0000000     0.0000000
2.5900     0.0000000     0.0000000
2.5925     0.0000000     0.0000000
2.5950     0.0000000     0.0000000
2.5975     0.0000194     0.0000005
2.6000     0.0000194     0.0000005
2.6025     0.0000194     0.0000005
2.6050     0.0000000     0.0000000
2.6075     0.0000000     0.0000000
2.6100     0.0000000     0.0000000
2.6125     0.0000000     0.0000000
2.6150     0.0000000     0.0000000
2.6175     0.0000000     0.0000000
2.6200     0.0000363     0.0000009
2.6225     0.0000361     0.0000009
2.6250     0.0000000     0.0000000
2.6275     0.0000000     0.0000000
2.6300     0.0000000     0.0000000
2.6325     0.0112991     0.0002928
2.6350     0.0112574     0.0002916
2.6375     0.0112157     0.0002903
2.6400     0.0327392     0.0008468
2.6425     0.0326094     0.0008428
2.6450     0.0324795     0.0008389
2.6475     0.0055192     0.0001425
2.6500     0.0054983     0.0001418
2.6525     0.0054775     0.0001412
2.6550     0.0000289     0.0000007
2.6575     0.0000287     0.0000007
2.6600     0.0000000     0.0000000
2.6625     0.0000000     0.0000000
2.6650     0.0000000     0.0000000
2.6675     0.0000000     0.0000000
2.6700     0.0000000     0.0000000
2.6725     0.0000000     0.0000000
2.6750     0.0000000     0.0000000
2.6775     0.0000000     0.0000000
2.6800     0.0000000     0.0000000
2.6825     0.0000000     0.0000000
2.6850     0.0000000     0.0000000
2.6875     0.0000000     0.0000000
2.6900     0.0000000     0.0000000
2.6925     0.0000000     0.0000000
2.6950     0.0000000     0.0000000
2.6975     0.0000000     0.0000000
2.7000     0.0000000     0.0000000
2.7025     0.0000000     0.0000000
2.7050     0.0000000     0.0000000
2.7075     0.0000000     0.0000000
2.7100     0.0000000     0.0000000
2.7125     0.0000038     0.0000001
2.7150     0.0000038     0.0000001
2.7175     0.0000000     0.0000000
2.7200     0.0000000     0.0000000
2.7225     0.0000000     0.0000000
2.7250     0.0143220     0.0003622
2.7275     0.0142695     0.0003607
2.7300     0.0142169     0.0003591
2.7325     0.0000082     0.0000002
2.7350     0.0000082     0.0000002
2.7375     0.0000081     0.0000002
2.7400     0.0000000     0.0000000
2.7425     0.0000000     0.0000000
2.7450     0.0000000     0.0000000
2.7475     0.0001880     0.0000047
2.7500     0.0001873     0.0000047
2.7525     0.0001866     0.0000047
2.7550     0.0000000     0.0000000
2.7575     0.0000000     0.0000000
2.7600     0.0000000     0.0000000
2.7625     0.0000000     0.0000000
2.7650     0.0000000     0.0000000
2.7675     0.0000000     0.0000000
2.7700     0.0000000     0.0000000
2.7725     0.0000001     0.0000000
2.7750     0.0000001     0.0000000
2.7775     0.0000001     0.0000000
2.7800     0.0000003     0.0000000
2.7825     0.0000003     0.0000000
2.7850     0.0000003     0.0000000
2.7875     0.0000000     0.0000000
2.7900     0.0000000     0.0000000
2.7925     0.0000000     0.0000000
2.7950     0.0025259     0.0000628
2.7975     0.0025245     0.0000627
2.8000     0.0025231     0.0000626
2.8025     0.0000000     0.0000000
2.8050     0.0000000     0.0000000
2.8075     0.0000000     0.0000000
2.8100     0.0047846     0.0001185
2.8125     0.0047691     0.0001180
2.8150     0.0047537     0.0001176
2.8175     0.0006837     0.0000169
2.8200     0.0006815     0.0000168
2.8225     0.0006791     0.0000168
2.8250     0.1800182     0.0044412
2.8275     0.1794247     0.0044239
2.8300     0.1788313     0.0044067
2.8325     0.1781834     0.0043881
2.8350     0.0012747     0.0000314
2.8375     0.0012701     0.0000312
2.8400     0.0012658     0.0000311
2.8425     0.3772155     0.0092675
2.8450     0.3760579     0.0092336
2.8475     0.3746670     0.0091940
2.8500     0.0056683     0.0001390
2.8525     0.0056490     0.0001385
2.8550     0.0056279     0.0001379
2.8575     0.6510042     0.0159372
2.8600     0.6487581     0.0158729
2.8625     0.6463063     0.0158037
2.8650     0.6438543     0.0157345
2.8675     0.0724923     0.0017705
2.8700     0.0722617     0.0017639
2.8725     0.0720078     0.0017566
2.8750     1.3832704     0.0337256
2.8775     1.3783743     0.0335866
2.8800     1.3739262     0.0334590
2.8825     0.4996327     0.0121604
2.8850     0.4976814     0.0121059
2.8875     0.4958936     0.0120554
2.8900     0.4941057     0.0120050
2.8925     4.3306556     0.1051593
2.8950     4.3149209     0.1047169
2.8975     4.3092642     0.1045192
2.9000     0.0894235     0.0021677
2.9025     0.0893658     0.0021650
2.9050     0.0893380     0.0021631
2.9075     2.1881800     0.0529522
2.9100     2.1808784     0.0527455
2.9125     2.1735764     0.0525388
2.9150     2.1662741     0.0523326
2.9175     1.2255529     0.0295899
2.9200     1.2218246     0.0294832
2.9225     1.2176788     0.0293667
2.9250     4.3369341     0.1045345
2.9275     4.3221207     0.1041190
2.9300     4.3073063     0.1037039
2.9325     4.2910004     0.1032533
2.9350     3.9969296     0.0961229
2.9375     3.9844747     0.0957695
2.9400     3.9720192     0.0954167
2.9425     1.2821412     0.0307828
2.9450     1.2781061     0.0306688
2.9475     1.2736192     0.0305442
2.9500     3.1812098     0.0762499
2.9525     3.1699615     0.0759381
2.9550     3.1598446     0.0756538
2.9575     3.1485949     0.0753427
2.9600     7.2556710     0.1735253
2.9625     7.2296515     0.1728076
2.9650     7.2062492     0.1721536
2.9675     0.4472663     0.0106791
2.9700     0.4456446     0.0106345
2.9725     0.4440228     0.0105900
2.9750     0.4425642     0.0105495
2.9775     2.8810511     0.0686386
2.9800     2.8704569     0.0683489
2.9825     2.8598621     0.0680598
2.9850     2.8503327     0.0677956
2.9875     7.2830930     0.1731363
2.9900     7.2559166     0.1723969
2.9925     7.2287388     0.1716581
2.9950     3.8351946     0.0910240
2.9975     3.8323686     0.0909077
3.0000     3.8295431     0.0907914
3.0025     3.8267169     0.0906756
3.0050     2.6820471     0.0635184
3.0075     2.6739419     0.0632925
3.0100     2.6658361     0.0630667
3.0125     3.1263106     0.0739207
3.0150     3.1155741     0.0736276
3.0175     3.1060374     0.0733636
3.0200     3.0965006     0.0730991
3.0225     3.3469064     0.0789685
3.0250     3.3378673     0.0787133
3.0275     3.3249216     0.0783670
3.0300     3.3132775     0.0780512
3.0325     1.6075883     0.0378498
3.0350     1.6031874     0.0377263
3.0375     1.5975193     0.0375733
3.0400     2.7057881     0.0636063
3.0425     2.6983061     0.0633973
3.0450     2.6908243     0.0631883
3.0475     2.6811876     0.0629287
3.0500     0.8020159     0.0188139
3.0525     0.7991225     0.0187363
3.0550     0.7965525     0.0186663
3.0575     0.7939823     0.0185964
3.0600     4.3830643     0.1026058
3.0625     4.3688283     0.1022192
3.0650     4.3545914     0.1018335
3.0675     4.0588465     0.0948681
3.0700     4.0455265     0.0945081
3.0725     4.0305290     0.0941097
3.0750     4.0172076     0.0937499
3.0775     2.1379426     0.0498679
3.0800     2.1308286     0.0496765
3.0825     2.1237140     0.0494855
3.0850     2.1174941     0.0493151
3.0875     3.2287042     0.0751565
3.0900     3.2164381     0.0748325
3.0925     3.2055418     0.0745411
3.0950     3.1946454     0.0742501
3.0975     2.1678309     0.0503591
3.1000     2.1660137     0.0502916
3.1025     2.1632655     0.0502022
3.1050     2.1614480     0.0501348
3.1075     2.2133830     0.0513135
3.1100     2.2067306     0.0511336
3.1125     2.2000778     0.0509538
3.1150     2.1934242     0.0507744
3.1175     5.3228960     0.1231552
3.1200     5.3043618     0.1226646
3.1225     5.2881575     0.1222287
3.1250     5.2742820     0.1218473
3.1275     3.1796458     0.0734201
3.1300     3.1684306     0.0731249
3.1325     3.1600354     0.0728952
3.1350     4.6067514     0.1062139
3.1375     4.5903559     0.1057843
3.1400     4.5739594     0.1053541
3.1425     4.5575628     0.1049246
3.1450     4.0356660     0.0928635
3.1475     4.0229297     0.0925255
3.1500     4.0101938     0.0921867
3.1525     3.9974570     0.0918492
3.1550     6.0177636     0.1382023
3.1575     5.9957609     0.1376295
3.1600     5.9737568     0.1370573
3.1625     5.9545178     0.1365500
3.1650     8.3573656     0.1915586
3.1675     8.3263931     0.1907561
3.1700     8.2954178     0.1899552
3.1725     8.2683344     0.1892411
3.1750     6.7850332     0.1552176
3.1775     6.7627435     0.1546333
3.1800     6.7372494     0.1539755
3.1825     6.7149577     0.1533927
3.1850     3.5184214     0.0803342
3.1875     3.5050170     0.0799896
3.1900     3.4916122     0.0796456
3.1925     3.4798906     0.0793406
3.1950     0.5712283     0.0130176
3.1975     0.5704077     0.0129927
3.2000     0.5698643     0.0129741
3.2025     0.5695983     0.0129619
3.2050     0.5693322     0.0129497
3.2075     0.3234817     0.0073542
3.2100     0.3225395     0.0073293
3.2125     0.3215971     0.0073045
3.2150     0.3206548     0.0072796
3.2175     0.9447778     0.0214387
3.2200     0.9415240     0.0213546
3.2225     0.9387374     0.0212815
3.2250     0.9364182     0.0212190
3.2275     1.0519199     0.0238250
3.2300     1.0487783     0.0237427
3.2325     1.0451095     0.0236486
3.2350     1.0419675     0.0235665
3.2375     2.2085059     0.0499273
3.2400     2.2018254     0.0497531
3.2425     2.1951444     0.0495793
3.2450     2.1884637     0.0494054
3.2475     2.0888016     0.0471335
3.2500     2.0813277     0.0469433
3.2525     2.0749271     0.0467772
3.2550     2.0685263     0.0466115
3.2575     1.6110544     0.0362862
3.2600     1.6060531     0.0361571
3.2625     1.6002131     0.0360090
3.2650     1.5952114     0.0358800
3.2675     1.5902094     0.0357513
3.2700     2.3890777     0.0536868
3.2725     2.3815386     0.0534931
3.2750     2.3739991     0.0532993
3.2775     2.3651950     0.0530775
3.2800     4.0065861     0.0898717
3.2825     3.9937649     0.0895431
3.2850     3.9830925     0.0892636
3.2875     3.9681201     0.0888873
3.2900     1.0119209     0.0226573
3.2925     1.0080900     0.0225613
3.2950     1.0048091     0.0224778
3.2975     1.0042779     0.0224558
3.3000     1.0037466     0.0224338
3.3025     3.5534201     0.0793837
3.3050     3.5534861     0.0793496
3.3075     3.4507794     0.0770220
3.3100     3.4413579     0.0767768
3.3125     0.0449121     0.0010016
3.3150     0.0447887     0.0009984
3.3175     0.0446653     0.0009952
3.3200     0.0445419     0.0009920
3.3225     3.6574323     0.0814171
3.3250     3.6472716     0.0811546
3.3275     3.6350653     0.0808480
3.3300     3.1140471     0.0692293
3.3325     3.0828657     0.0685055
3.3350     3.6952214     0.0820770
3.3375     3.6867428     0.0818527
3.3400     3.6782358     0.0816284
3.3425     3.6718032     0.0814497
3.3450     2.4223723     0.0537109
3.3475     2.4166992     0.0535616
3.3500     2.4110069     0.0534124
3.3525     2.4080865     0.0533245
3.3550     2.4051530     0.0532364
3.3575     3.0461736     0.0673956
3.3600     3.0388496     0.0672047
3.3625     3.0350626     0.0670918
3.3650     3.0312588     0.0669791
3.3675     3.6717951     0.0810971
3.3700     3.6627836     0.0808637
3.3725     3.6580884     0.0807249
3.3750     3.6533730     0.0805863
3.3775     3.6421008     0.0803029
3.3800     3.6235366     0.0798601
3.3825     3.6165829     0.0796725
3.3850     3.6117835     0.0795331
3.3875     3.6025996     0.0792969
3.3900     5.0197954     0.1104441
3.3925     5.0088844     0.1101571
3.3950     4.9979444     0.1098703
3.3975     4.9961476     0.1097840
3.4000     4.9973979     0.1097650
3.4025     3.2353480     0.0710327
3.4050     3.2361457     0.0710203
3.4075     3.2309780     0.0708768
3.4100     3.2257938     0.0707335
3.4125     3.2186048     0.0705463
3.4150     6.2069373     0.1359885
3.4175     6.1929817     0.1356259
3.4200     6.1828437     0.1353471
3.4225     6.1726775     0.1350683
3.4250     5.8707480     0.1284078
3.4275     5.8536439     0.1279810
3.4300     5.8364983     0.1275530
3.4325     5.8303766     0.1273668
3.4350     5.8242326     0.1271799
3.4375     6.3922844     0.1395259
3.4400     6.3773365     0.1391427
3.4425     6.3623505     0.1387582
3.4450     6.3514023     0.1384631
3.4475     6.3404231     0.1381660
3.4500     6.5205059     0.1420325
3.4525     6.5049105     0.1416348
3.4550     6.4892769     0.1412365
3.4575     6.4778223     0.1409295
3.4600     6.4663363     0.1406223
3.4625     7.6784263     0.1669139
3.4650     7.6646891     0.1665470
3.4675     7.6408467     0.1659617
3.4700     7.6219878     0.1654842
3.4725     7.3978806     0.1605548
3.4750     7.3843656     0.1601962
3.4775     7.3708148     0.1598370
3.4800     7.3523126     0.1593720
3.4825     7.3337655     0.1589056
3.4850     7.7390723     0.1676215
3.4875     7.7193756     0.1671276
3.4900     7.7048450     0.1667448
3.4925     7.6850586     0.1662510
3.4950     7.6704488     0.1658685
3.4975     8.2957201     0.1793188
3.5000     8.2911482     0.1791482
3.5025     8.2978888     0.1792235
3.5050     8.2989550     0.1791742
3.5075     8.2829762     0.1787585
3.5100     8.2750797     0.1785175
3.5125     8.2516766     0.1779417
3.5150     8.2282362     0.1773676
3.5175     8.2104540     0.1769132
3.5200     8.1983423     0.1765818
3.5225     8.0300465     0.1728904
3.5250     8.0181170     0.1725652
3.5275     7.9893546     0.1718786
3.5300     7.9661541     0.1713125
3.5325     7.9541345     0.1709881
3.5350     7.3857622     0.1587084
3.5375     7.3640943     0.1581804
3.5400     7.3423905     0.1576526
3.5425     7.3258820     0.1572379
3.5450     7.3145761     0.1569338
3.5475     7.6792121     0.1646926
3.5500     7.6672673     0.1643734
3.5525     7.6442661     0.1638171
3.5550     7.6267471     0.1633795
3.5575     7.6091990     0.1629401
3.5600     7.7715125     0.1663516
3.5625     7.7534871     0.1659021
3.5650     7.7410936     0.1655729
3.5675     7.7173438     0.1650020
3.5700     7.6992273     0.1645519
3.5725     7.2954874     0.1558627
3.5750     7.2768321     0.1554053
3.5775     7.2581568     0.1549478
3.5800     7.2448554     0.1546048
3.5825     7.2261424     0.1541484
3.5850     7.4864974     0.1596414
3.5875     7.4614081     0.1590456
3.5900     7.4362931     0.1584511
3.5925     7.4223828     0.1580943
3.5950     7.4028392     0.1576182
3.5975     7.4994597     0.1596162
3.6000     7.4967084     0.1594976
3.6025     7.4882512     0.1592581
3.6050     7.4797826     0.1590180
3.6075     7.4655986     0.1586571
3.6100     7.4513974     0.1582965
3.6125     7.8439817     0.1665742
3.6150     7.8289704     0.1661936
3.6175     7.8079166     0.1656851
3.6200     7.7868423     0.1651765
3.6225     7.7717748     0.1647961
3.6250     7.5198693     0.1593948
3.6275     7.4993606     0.1589019
3.6300     7.4846873     0.1585329
3.6325     7.4641399     0.1580388
3.6350     7.4435711     0.1575460
3.6375     7.3993258     0.1565521
3.6400     7.3918457     0.1563365
3.6425     7.3726568     0.1558730
3.6450     7.3534369     0.1554101
3.6475     7.3341875     0.1549463
3.6500     7.6496129     0.1615509
3.6525     7.6294394     0.1610671
3.6550     7.6153622     0.1607113
3.6575     7.5951314     0.1602259
3.6600     7.5810003     0.1598699
3.6625     7.5607104     0.1593844
3.6650     7.3362384     0.1545964
3.6675     7.3224149     0.1542483
3.6700     7.3085680     0.1539022
3.6725     7.2887135     0.1534285
3.6750     7.2748170     0.1530805
3.6775     7.3303633     0.1541948
3.6800     7.3102155     0.1537157
3.6825     7.2960968     0.1533640
3.6850     7.2819552     0.1530122
3.6875     7.2617230     0.1525321
3.6900     7.2475300     0.1521796
3.6925     7.4202600     0.1557513
3.6950     7.3993983     0.1552588
3.6975     7.3972340     0.1551580
3.7000     7.4013038     0.1551883
3.7025     7.4053717     0.1552180
3.7050     7.2012348     0.1508871
3.7075     7.1856484     0.1505075
3.7100     7.1700468     0.1501274
3.7125     7.1544290     0.1497485
3.7150     7.1387954     0.1493687
3.7175     7.2399545     0.1514324
3.7200     7.2240310     0.1510456
3.7225     7.2080922     0.1506605
3.7250     7.1921368     0.1502745
3.7275     7.1823673     0.1500174
3.7300     7.1663818     0.1496316
3.7325     7.1745148     0.1497490
3.7350     7.1521912     0.1492317
3.7375     7.1423221     0.1489731
3.7400     7.1262012     0.1485862
3.7425     7.1100655     0.1481986
3.7450     7.0939116     0.1478106
3.7475     7.1005239     0.1478978
3.7500     7.0842862     0.1475083
3.7525     7.0680337     0.1471200
3.7550     7.0517640     0.1467303
3.7575     7.0354795     0.1463414
3.7600     7.0197983     0.1459652
3.7625     7.0034790     0.1455778
3.7650     6.9871449     0.1451886
3.7675     6.9707942     0.1447983
3.7700     6.9544287     0.1444089
3.7725     6.9380465     0.1440207
3.7750     6.9274793     0.1437525
3.7775     6.9098692     0.1433387
3.7800     6.8922501     0.1429251
3.7825     6.8746238     0.1425102
3.7850     6.8632908     0.1422286
3.7875     6.8393450     0.1416838
3.7900     6.7740049     0.1402833
3.7925     6.7502050     0.1397441
3.7950     6.7326589     0.1393338
3.7975     6.7213683     0.1390532
3.8000     6.7163363     0.1389030
3.8025     6.7890544     0.1403595
3.8050     6.7839570     0.1402080
3.8075     6.7661743     0.1397940
3.8100     6.7483821     0.1393797
3.8125     6.7369246     0.1390969
3.8150     6.7191181     0.1386827
3.8175     6.6807637     0.1378465
3.8200     6.6629763     0.1374346
3.8225     6.6515155     0.1371526
3.8250     6.6337128     0.1367404
3.8275     6.6159015     0.1363283
3.8300     6.6044211     0.1360469
3.8325     6.5179467     0.1342217
3.8350     6.5065727     0.1339433
3.8375     6.4889174     0.1335365
3.8400     6.4712539     0.1331299
3.8425     6.4535823     0.1327221
3.8450     6.4359026     0.1323164
3.8475     6.1980095     0.1273842
3.8500     6.1849484     0.1270738
3.8525     6.1658306     0.1266402
3.8550     6.1527805     0.1263308
3.8575     6.1336765     0.1258992
3.8600     6.1206379     0.1255900
3.8625     5.4521198     0.1118369
3.8650     5.4350486     0.1114506
3.8675     5.4179831     0.1110645
3.8700     5.4063420     0.1107905
3.8725     5.3892889     0.1104061
3.8750     5.3722410     0.1100218
3.8775     5.0739493     0.1038793
3.8800     5.0578074     0.1035158
3.8825     5.0468016     0.1032572
3.8850     5.0357995     0.1029992
3.8875     5.0196743     0.1026375
3.8900     4.9984283     0.1021707
3.8925     5.5400171     0.1132052
3.8950     5.5278168     0.1129202
3.8975     5.5213132     0.1127516
3.9000     5.5205030     0.1126996
3.9025     5.5196943     0.1126474
3.9050     5.5188870     0.1125959
3.9075     5.1645279     0.1053335
3.9100     5.1424150     0.1048489
3.9125     5.1309872     0.1045833
3.9150     5.1195631     0.1043179
3.9175     5.1134810     0.1041616
3.9200     5.1020660     0.1038973
3.9225     5.2920151     0.1077315
3.9250     5.2737575     0.1073266
3.9275     5.2610607     0.1070345
3.9300     5.2428255     0.1066300
3.9325     5.2301497     0.1063393
3.9350     5.2174830     0.1060493
3.9375     5.5526271     0.1128268
3.9400     5.5332217     0.1123978
3.9425     5.5197396     0.1120892
3.9450     5.5062666     0.1117814
3.9475     5.4928041     0.1114736
3.9500     5.4734464     0.1110467
3.9525     5.4541020     0.1106200
3.9550     5.7013755     0.1156008
3.9575     5.6873112     0.1152806
3.9600     5.6732574     0.1149605
3.9625     5.6530352     0.1145159
3.9650     5.6390033     0.1141969
3.9675     5.6249804     0.1138784
3.9700     5.6661382     0.1146767
3.9725     5.6519847     0.1143559
3.9750     5.6440778     0.1141622
3.9775     5.6237073     0.1137152
3.9800     5.6033506     0.1132702
3.9825     5.5830073     0.1128246
3.9850     5.6424851     0.1139925
3.9875     5.6282082     0.1136695
3.9900     5.6139417     0.1133479
3.9925     5.5933795     0.1128987
3.9950     5.5791349     0.1125772
3.9975     5.5648994     0.1122574
4.0000     2.7753372     0.0559687
# mm  dd    h_s     H2O      O3     aot       dir       dif      seb
#  8  15  45.00   2.051   0.345   0.200   148.980    38.151  1323.90
