#   wl        direct       diffuse (W/m^2/mic)
2.2900    38.3045464     0.8662990
2.2925    38.1208305     0.8609838
2.2950    37.1651459     0.8382710
2.2975    37.1502304     0.8368127
2.3000    36.5249138     0.8216253
2.3025    36.5416641     0.8209003
2.3050    37.5516014     0.8424569
2.3075    37.4020233     0.8379822
2.3100    40.9691238     0.9166777
2.3125    40.8046036     0.9117828
2.3150    31.2893887     0.6982327
2.3175    31.1672611     0.6945817
2.3200    31.0451241     0.6909425
2.3225    34.0220985     0.7561918
2.3250    33.8826485     0.7520949
2.3275    37.4206009     0.8295287
2.3300    37.2714806     0.8251324
2.3325    35.7093925     0.7895080
2.3350    35.5659332     0.7852973
2.3375    31.7654819     0.7004616
2.3400    31.6271782     0.6964933
2.3425    32.5247993     0.7153186
2.3450    32.3918839     0.7114621
2.3475    25.4966850     0.5592789
2.3500    25.3876820     0.5561560
2.3525    25.2825871     0.5531286
2.3550    31.9819336     0.6987832
2.3575    31.8434219     0.6948490
2.3600    31.2468987     0.6809440
2.3625    31.1103668     0.6770831
2.3650    31.2952976     0.6802235
2.3675    31.1523972     0.6762360
2.3700    23.0737705     0.5002223
2.3725    22.9748211     0.4974295
2.3750    22.8758621     0.4946454
2.3775    25.5170765     0.5510382
2.3800    25.4020500     0.5478493
2.3825    23.6019554     0.5083706
2.3850    23.4984360     0.5054840
2.3875    26.0290546     0.5592005
2.3900    25.9095554     0.5559180
2.3925    27.3767147     0.5866425
2.3950    27.2544003     0.5832705
2.3975    27.2505589     0.5824413
2.4000    31.7302532     0.6773172
2.4025    31.7416973     0.6766967
2.4050    22.8570480     0.4866625
2.4075    22.7736225     0.4842654
2.4100    23.4555054     0.4981306
2.4125    23.3652897     0.4955801
2.4150    23.2790222     0.4931215
2.4175    15.1293612     0.3200791
2.4200    15.0704994     0.3184302
2.4225    24.6065216     0.5192633
2.4250    24.5142651     0.5166594
2.4275    33.1675415     0.6981464
2.4300    33.0364723     0.6945054
2.4325    32.9053993     0.6908782
2.4350    10.9615479     0.2298573
2.4375    10.9196281     0.2286894
2.4400    30.1152229     0.6299042
2.4425    29.9991283     0.6266875
2.4450    11.6057377     0.2421419
2.4475    11.5585833     0.2408554
2.4500    11.5093641     0.2395280
2.4525    15.0283852     0.3123724
2.4550    14.9719706     0.3108114
2.4575    19.2175541     0.3984498
2.4600    19.1378574     0.3963006
2.4625    19.0546722     0.3940849
2.4650    23.0261822     0.4756318
2.4675    22.9379139     0.4732202
2.4700     8.8634062     0.1826275
2.4725     8.8258734     0.1816281
2.4750     8.7899790     0.1806645
2.4775    15.8118505     0.3245869
2.4800    15.7440310     0.3227934
2.4825    10.1825294     0.2085101
2.4850    10.1404076     0.2073920
2.4875    10.0982819     0.2062761
2.4900     5.7581754     0.1174755
2.4925     5.7329440     0.1168169
2.4950     7.3124704     0.1488192
2.4975     7.3084087     0.1485530
2.5000     7.3029332     0.1482590
2.5025     4.6628952     0.0945471
2.5050     4.6630077     0.0944328
2.5075     6.5269828     0.1320826
2.5100     6.5043173     0.1315262
2.5125     6.4803820     0.1309453
2.5150     1.2316329     0.0248684
2.5175     1.2270665     0.0247579
2.5200     2.5802000     0.0520211
2.5225     2.5710738     0.0517983
2.5250     2.5614362     0.0515663
2.5275     0.8803566     0.0177102
2.5300     0.8770307     0.0176303
2.5325     0.0642765     0.0012912
2.5350     0.0640448     0.0012856
2.5375     0.0637871     0.0012795
2.5400     0.1263607     0.0025327
2.5425     0.1258741     0.0025211
2.5450     0.0048337     0.0000967
2.5475     0.0048149     0.0000963
2.5500     0.0047972     0.0000959
2.5525     0.2082406     0.0041588
2.5550     0.2074232     0.0041395
2.5575     0.2065624     0.0041193
2.5600     0.0000543     0.0000011
2.5625     0.0000541     0.0000011
2.5650     0.0000255     0.0000005
2.5675     0.0000254     0.0000005
2.5700     0.0000253     0.0000005
2.5725     0.0000083     0.0000002
2.5750     0.0000083     0.0000002
2.5775     0.0000627     0.0000012
2.5800     0.0000625     0.0000012
2.5825     0.0000622     0.0000012
2.5850     0.0000225     0.0000004
2.5875     0.0000224     0.0000004
2.5900     0.0000223     0.0000004
2.5925     0.0000000     0.0000000
2.5950     0.0000000     0.0000000
2.5975     0.0001969     0.0000039
2.6000     0.0001966     0.0000039
2.6025     0.0001966     0.0000039
2.6050     0.0000000     0.0000000
2.6075     0.0000000     0.0000000
2.6100     0.0000000     0.0000000
2.6125     0.0000041     0.0000001
2.6150     0.0000041     0.0000001
2.6175     0.0000041     0.0000001
2.6200     0.0003235     0.0000063
2.6225     0.0003223     0.0000063
2.6250     0.0000000     0.0000000
2.6275     0.0000000     0.0000000
2.6300     0.0000000     0.0000000
2.6325     0.0388018     0.0007559
2.6350     0.0386583     0.0007526
2.6375     0.0385148     0.0007493
2.6400     0.0953458     0.0018537
2.6425     0.0949670     0.0018450
2.6450     0.0945881     0.0018364
2.6475     0.0213096     0.0004134
2.6500     0.0212290     0.0004116
2.6525     0.0211484     0.0004098
2.6550     0.0002701     0.0000052
2.6575     0.0002690     0.0000052
2.6600     0.0000000     0.0000000
2.6625     0.0000000     0.0000000
2.6650     0.0000000     0.0000000
2.6675     0.0000000     0.0000000
2.6700     0.0000000     0.0000000
2.6725     0.0000000     0.0000000
2.6750     0.0000000     0.0000000
2.6775     0.0000000     0.0000000
2.6800     0.0000000     0.0000000
2.6825     0.0000000     0.0000000
2.6850     0.0000000     0.0000000
2.6875     0.0000000     0.0000000
2.6900     0.0000000     0.0000000
2.6925     0.0000000     0.0000000
2.6950     0.0000000     0.0000000
2.6975     0.0000000     0.0000000
2.7000     0.0000000     0.0000000
2.7025     0.0000000     0.0000000
2.7050     0.0000002     0.0000000
2.7075     0.0000002     0.0000000
2.7100     0.0000002     0.0000000
2.7125     0.0000243     0.0000005
2.7150     0.0000242     0.0000005
2.7175     0.0000000     0.0000000
2.7200     0.0000000     0.0000000
2.7225     0.0000000     0.0000000
2.7250     0.0414907     0.0007888
2.7275     0.0413381     0.0007854
2.7300     0.0411855     0.0007820
2.7325     0.0000880     0.0000017
2.7350     0.0000877     0.0000017
2.7375     0.0000874     0.0000017
2.7400     0.0000000     0.0000000
2.7425     0.0000000     0.0000000
2.7450     0.0000000     0.0000000
2.7475     0.0005259     0.0000099
2.7500     0.0005239     0.0000099
2.7525     0.0005219     0.0000099
2.7550     0.0000000     0.0000000
2.7575     0.0000000     0.0000000
2.7600     0.0000000     0.0000000
2.7625     0.0000000     0.0000000
2.7650     0.0000000     0.0000000
2.7675     0.0000000     0.0000000
2.7700     0.0000000     0.0000000
2.7725     0.0000007     0.0000000
2.7750     0.0000007     0.0000000
2.7775     0.0000007     0.0000000
2.7800     0.0000017     0.0000000
2.7825     0.0000017     0.0000000
2.7850     0.0000016     0.0000000
2.7875     0.0000002     0.0000000
2.7900     0.0000002     0.0000000
2.7925     0.0000002     0.0000000
2.7950     0.0059317     0.0001108
2.7975     0.0059283     0.0001107
2.8000     0.0059250     0.0001106
2.8025     0.0000004     0.0000000
2.8050     0.0000004     0.0000000
2.8075     0.0000004     0.0000000
2.8100     0.0143902     0.0002678
2.8125     0.0143436     0.0002668
2.8150     0.0142970     0.0002658
2.8175     0.0032484     0.0000604
2.8200     0.0032378     0.0000601
2.8225     0.0032262     0.0000599
2.8250     0.3567142     0.0066159
2.8275     0.3555362     0.0065900
2.8300     0.3543583     0.0065643
2.8325     0.3530725     0.0065366
2.8350     0.0061485     0.0001138
2.8375     0.0061260     0.0001133
2.8400     0.0061054     0.0001128
2.8425     0.6928326     0.0127963
2.8450     0.6907025     0.0127495
2.8475     0.6881439     0.0126948
2.8500     0.0210589     0.0003883
2.8525     0.0209869     0.0003867
2.8550     0.0209083     0.0003850
2.8575     1.0215393     0.0188011
2.8600     1.0180091     0.0187251
2.8625     1.0141560     0.0186432
2.8650     1.0103028     0.0185617
2.8675     0.1691251     0.0031054
2.8700     0.1685862     0.0030937
2.8725     0.1679930     0.0030811
2.8750     1.9442523     0.0356379
2.8775     1.9373599     0.0354910
2.8800     1.9310973     0.0353560
2.8825     0.8344475     0.0152688
2.8850     0.8311840     0.0152004
2.8875     0.8281937     0.0151371
2.8900     0.8252032     0.0150738
2.8925     5.0853357     0.0928391
2.8950     5.0668316     0.0924484
2.8975     5.0601621     0.0922736
2.9000     0.2069551     0.0037718
2.9025     0.2068204     0.0037672
2.9050     0.2067550     0.0037638
2.9075     2.9738317     0.0541063
2.9100     2.9638927     0.0538950
2.9125     2.9539533     0.0536839
2.9150     2.9440134     0.0534732
2.9175     1.8231033     0.0330951
2.9200     1.8175474     0.0329758
2.9225     1.8113703     0.0328453
2.9250     5.2178578     0.0945617
2.9275     5.2000074     0.0941850
2.9300     5.1821570     0.0938095
2.9325     5.1625113     0.0934026
2.9350     4.8502202     0.0877031
2.9375     4.8350801     0.0873807
2.9400     4.8199396     0.0870590
2.9425     1.8843857     0.0340174
2.9450     1.8784451     0.0338913
2.9475     1.8718406     0.0337538
2.9500     3.9761360     0.0716600
2.9525     3.9620554     0.0713669
2.9550     3.9493897     0.0710998
2.9575     3.9353085     0.0708078
2.9600     7.8911557     0.1419063
2.9625     7.8628163     0.1413191
2.9650     7.8373222     0.1407851
2.9675     0.7765121     0.0139412
2.9700     0.7736926     0.0138831
2.9725     0.7708730     0.0138250
2.9750     0.7683368     0.0137720
2.9775     3.6211998     0.0648730
2.9800     3.6078653     0.0645990
2.9825     3.5945308     0.0643257
2.9850     3.5825348     0.0640764
2.9875     7.8779674     0.1408283
2.9900     7.8485308     0.1402272
2.9925     7.8190932     0.1396275
2.9950     4.5987506     0.0820771
2.9975     4.5953393     0.0819715
3.0000     4.5919271     0.0818671
3.0025     4.5885153     0.0817631
3.0050     3.4433784     0.0613252
3.0075     3.4329543     0.0611072
3.0100     3.4225304     0.0608892
3.0125     3.8719378     0.0688485
3.0150     3.8586204     0.0685751
3.0175     3.8467906     0.0683291
3.0200     3.8349595     0.0680828
3.0225     4.0836797     0.0724607
3.0250     4.0726295     0.0722265
3.0275     4.0568142     0.0719089
3.0300     4.0425863     0.0716196
3.0325     2.2221756     0.0393482
3.0350     2.2160809     0.0392197
3.0375     2.2082348     0.0390605
3.0400     3.4199991     0.0604635
3.0425     3.4105258     0.0602647
3.0450     3.4010520     0.0600663
3.0475     3.3888547     0.0598199
3.0500     1.2417005     0.0219072
3.0525     1.2372149     0.0218169
3.0550     1.2332299     0.0217353
3.0575     1.2292445     0.0216540
3.0600     5.0706258     0.0892770
3.0625     5.0541315     0.0889409
3.0650     5.0376372     0.0886057
3.0675     4.7337294     0.0832179
3.0700     4.7181711     0.0829020
3.0725     4.7006574     0.0825524
3.0750     4.6850977     0.0822369
3.0775     2.7723007     0.0486374
3.0800     2.7630622     0.0484509
3.0825     2.7538230     0.0482644
3.0850     2.7457447     0.0480985
3.0875     3.9061701     0.0683919
3.0900     3.8913112     0.0680976
3.0925     3.8781104     0.0678325
3.0950     3.8649085     0.0675676
3.0975     2.7968507     0.0488711
3.1000     2.7944930     0.0488057
3.1025     2.7909331     0.0487194
3.1050     2.7885752     0.0486541
3.1075     2.8268738     0.0492975
3.1100     2.8183637     0.0491248
3.1125     2.8098533     0.0489525
3.1150     2.8013425     0.0487798
3.1175     5.8586144     0.1019662
3.1200     5.8381867     0.1015605
3.1225     5.8203225     0.1012001
3.1250     5.8050237     0.1008846
3.1275     3.7978072     0.0659689
3.1300     3.7843933     0.0657043
3.1325     3.7743475     0.0654977
3.1350     5.1788006     0.0898252
3.1375     5.1603446     0.0894614
3.1400     5.1418881     0.0890983
3.1425     5.1234307     0.0887354
3.1450     4.6022425     0.0796700
3.1475     4.5876970     0.0793799
3.1500     4.5731516     0.0790901
3.1525     4.5586052     0.0788005
3.1550     6.4612069     0.1116356
3.1575     6.4375520     0.1111725
3.1600     6.4138975     0.1107113
3.1625     6.3932104     0.1103017
3.1650     8.3769341     0.1444574
3.1675     8.3458490     0.1438529
3.1700     8.3147631     0.1432493
3.1725     8.2875786     0.1427114
3.1750     6.5818954     0.1132856
3.1775     6.5602431     0.1128599
3.1800     6.5354819     0.1123807
3.1825     6.5138278     0.1119552
3.1850     3.8029156     0.0653316
3.1875     3.7884107     0.0650514
3.1900     3.7739041     0.0647717
3.1925     3.7612181     0.0645239
3.1950     0.8290419     0.0142156
3.1975     0.8278472     0.0141884
3.2000     0.8270548     0.0141681
3.2025     0.8266650     0.0141548
3.2050     0.8262751     0.0141416
3.2075     0.5067719     0.0086693
3.2100     0.5052934     0.0086400
3.2125     0.5038149     0.0086107
3.2150     0.5023363     0.0085815
3.2175     1.2193907     0.0208214
3.2200     1.2151854     0.0207399
3.2225     1.2115835     0.0206690
3.2250     1.2085845     0.0206083
3.2275     1.3176044     0.0224570
3.2300     1.3136631     0.0223796
3.2325     1.3090618     0.0222910
3.2350     1.3051203     0.0222137
3.2375     2.3498151     0.0399763
3.2400     2.3426967     0.0398370
3.2425     2.3355782     0.0396982
3.2450     2.3284595     0.0395591
3.2475     2.3105688     0.0392374
3.2500     2.3022914     0.0390791
3.2525     2.2952011     0.0389409
3.2550     2.2881107     0.0388031
3.2575     1.8701130     0.0317003
3.2600     1.8642994     0.0315875
3.2625     1.8575120     0.0314584
3.2650     1.8516980     0.0313457
3.2675     1.8458833     0.0312332
3.2700     2.6723607     0.0451974
3.2725     2.6639159     0.0450348
3.2750     2.6554706     0.0448719
3.2775     2.6456108     0.0446856
3.2800     4.2398777     0.0715813
3.2825     4.2262921     0.0713202
3.2850     4.2149792     0.0710976
3.2875     4.1991172     0.0707993
3.2900     1.3792201     0.0232439
3.2925     1.3739930     0.0231456
3.2950     1.3695151     0.0230600
3.2975     1.3687851     0.0230376
3.3000     1.3680551     0.0230152
3.3025     3.6724250     0.0617551
3.3050     3.6724777     0.0617291
3.3075     3.5604844     0.0598201
3.3100     3.5507481     0.0596305
3.3125     0.0465661     0.0007817
3.3150     0.0464380     0.0007792
3.3175     0.0463098     0.0007767
3.3200     0.0461817     0.0007742
3.3225     3.8692269     0.0648385
3.3250     3.8584614     0.0646306
3.3275     3.8455317     0.0643859
3.3300     3.2586837     0.0545366
3.3325     3.2243578     0.0539391
3.3350     3.8055923     0.0636350
3.3375     3.7971437     0.0634669
3.3400     3.7886646     0.0632977
3.3425     3.7823193     0.0631647
3.3450     2.5895410     0.0432267
3.3475     2.5836678     0.0431105
3.3500     2.5777726     0.0429938
3.3525     2.5748405     0.0429263
3.3550     2.5718937     0.0428592
3.3575     3.0803430     0.0513104
3.3600     3.0731623     0.0511693
3.3625     3.0695586     0.0510874
3.3650     3.0659354     0.0510056
3.3675     3.6305218     0.0603730
3.3700     3.6218758     0.0602041
3.3725     3.6174967     0.0601057
3.3750     3.6130974     0.0600075
3.3775     3.6022117     0.0598019
3.3800     3.4682508     0.0575541
3.3825     3.4618459     0.0574238
3.3850     3.4575026     0.0573280
3.3875     3.4489608     0.0571624
3.3900     4.6186886     0.0765172
3.3925     4.6089115     0.0763238
3.3950     4.5991063     0.0761298
3.3975     4.5977135     0.0760757
3.4000     4.5991249     0.0760671
3.4025     3.2501266     0.0537336
3.4050     3.2511113     0.0537277
3.4075     3.2461026     0.0536232
3.4100     3.2410762     0.0535179
3.4125     3.2340353     0.0533798
3.4150     5.5690212     0.0918833
3.4175     5.5568118     0.0916440
3.4200     5.5480261     0.0914620
3.4225     5.5392118     0.0912796
3.4250     5.3839331     0.0886842
3.4275     5.3685465     0.0883951
3.4300     5.3531194     0.0881063
3.4325     5.3478017     0.0879833
3.4350     5.3424616     0.0878591
3.4375     5.9098182     0.0971507
3.4400     5.8963246     0.0968902
3.4425     5.8827949     0.0966292
3.4450     5.8729949     0.0964294
3.4475     5.8631649     0.0962298
3.4500     6.0549026     0.0993363
3.4525     6.0407524     0.0990648
3.4550     6.0265646     0.0987934
3.4575     6.0162563     0.0985842
3.4600     6.0059171     0.0983764
3.4625     6.9455457     0.1137223
3.4650     6.9334960     0.1134800
3.4675     6.9123049     0.1130882
3.4700     6.8956189     0.1127717
3.4725     6.7949252     0.1110799
3.4750     6.7828784     0.1108406
3.4775     6.7707968     0.1105996
3.4800     6.7541661     0.1102841
3.4825     6.7374916     0.1099688
3.4850     7.0712790     0.1153727
3.4875     7.0536609     0.1150398
3.4900     7.0407619     0.1147846
3.4925     7.0230589     0.1144517
3.4950     7.0100813     0.1141955
3.4975     7.5339050     0.1226812
3.5000     7.5301552     0.1225721
3.5025     7.5366788     0.1226317
3.5050     7.5380483     0.1226068
3.5075     7.5239348     0.1223289
3.5100     7.5785995     0.1231708
3.5125     7.5574594     0.1227805
3.5150     7.5362830     0.1223889
3.5175     7.5202870     0.1220822
3.5200     7.5094838     0.1218608
3.5225     7.3411236     0.1190833
3.5250     7.3304987     0.1188652
3.5275     7.3044844     0.1183982
3.5300     7.2835522     0.1180139
3.5325     7.2728419     0.1177967
3.5350     6.6730633     0.1080401
3.5375     6.6537409     0.1076878
3.5400     6.6343842     0.1073335
3.5425     6.6197200     0.1070558
3.5450     6.6097555     0.1068546
3.5475     7.0317187     0.1136335
3.5500     7.0210471     0.1134185
3.5525     7.0002508     0.1130406
3.5550     6.9844718     0.1127426
3.5575     6.9686646     0.1124453
3.5600     7.0669446     0.1139883
3.5625     7.0508199     0.1136860
3.5650     7.0398149     0.1134663
3.5675     7.0184803     0.1130808
3.5700     7.0022664     0.1127780
3.5725     6.5898471     0.1060961
3.5750     6.5731511     0.1057887
3.5775     6.5564365     0.1054804
3.5800     6.5445776     0.1052504
3.5825     6.5278263     0.1049431
3.5850     6.8373098     0.1098779
3.5875     6.8145566     0.1094719
3.5900     6.7917781     0.1090661
3.5925     6.7792320     0.1088257
3.5950     6.7615414     0.1085012
3.5975     6.8114734     0.1092633
3.6000     6.8091345     0.1091858
3.6025     6.8016119     0.1090257
3.6050     6.7940774     0.1088655
3.6075     6.7813506     0.1086214
3.6100     6.7686090     0.1083788
3.6125     7.1576443     0.1145665
3.6150     7.1441116     0.1143089
3.6175     7.1250648     0.1139632
3.6200     7.1059976     0.1136170
3.6225     7.0924115     0.1133595
3.6250     6.8657537     0.1096969
3.6275     6.8471866     0.1093614
3.6300     6.8339472     0.1091103
3.6325     6.8153429     0.1087754
3.6350     6.7967172     0.1084391
3.6375     6.7351017     0.1074182
3.6400     6.7285342     0.1072749
3.6425     6.7113094     0.1069630
3.6450     6.6940551     0.1066500
3.6475     6.6767712     0.1063367
3.6500     7.0116959     0.1116319
3.6525     6.9934554     0.1113026
3.6550     6.9808030     0.1110616
3.6575     6.9625068     0.1107315
3.6600     6.9498005     0.1104916
3.6625     6.9314466     0.1101601
3.6650     6.6917086     0.1063136
3.6675     6.6793375     0.1060792
3.6700     6.6669431     0.1058466
3.6725     6.6490674     0.1055254
3.6750     6.6366239     0.1052919
3.6775     6.6929164     0.1061475
3.6800     6.6747556     0.1058232
3.6825     6.6620994     0.1055860
3.6850     6.6494203     0.1053494
3.6875     6.6311789     0.1050228
3.6900     6.6184506     0.1047857
3.6925     6.7874455     0.1074236
3.6950     6.7685995     0.1070898
3.6975     6.7668571     0.1070247
3.7000     6.7708163     0.1070510
3.7025     6.7747731     0.1070772
3.7050     6.5838704     0.1040246
3.7075     6.5697646     0.1037662
3.7100     6.5556440     0.1035084
3.7125     6.5415077     0.1032497
3.7150     6.5273566     0.1029917
3.7175     6.6236019     0.1044744
3.7200     6.6091790     0.1042123
3.7225     6.5947404     0.1039493
3.7250     6.5802855     0.1036865
3.7275     6.5714903     0.1035127
3.7300     6.5570073     0.1032510
3.7325     6.5640087     0.1033257
3.7350     6.5437264     0.1029726
3.7375     6.5348396     0.1027985
3.7400     6.5202312     0.1025341
3.7425     6.5056071     0.1022701
3.7450     6.4909673     0.1020068
3.7475     6.4969745     0.1020664
3.7500     6.4822569     0.1018016
3.7525     6.4675236     0.1015364
3.7550     6.4527750     0.1012714
3.7575     6.4380121     0.1010068
3.7600     6.4223399     0.1007269
3.7625     6.4075465     0.1004622
3.7650     6.3927383     0.1001965
3.7675     6.3779149     0.0999324
3.7700     6.3630757     0.0996670
3.7725     6.3482218     0.0994022
3.7750     6.3413229     0.0992614
3.7775     6.3252587     0.0989773
3.7800     6.3091874     0.0986939
3.7825     6.2931066     0.0984106
3.7850     6.2827888     0.0982175
3.7875     6.2609224     0.0978437
3.7900     6.1971650     0.0968164
3.7925     6.1754470     0.0964452
3.7950     6.1594491     0.0961650
3.7975     6.1491728     0.0959735
3.8000     6.1446238     0.0958715
3.8025     6.2172060     0.0969726
3.8050     6.2125916     0.0968697
3.8075     6.1963615     0.0965865
3.8100     6.1801214     0.0963018
3.8125     6.1696830     0.0961091
3.8150     6.1534286     0.0958249
3.8175     6.1159372     0.0952110
3.8200     6.0997071     0.0949283
3.8225     6.0892673     0.0947358
3.8250     6.0730224     0.0944532
3.8275     6.0567689     0.0941706
3.8300     6.0463104     0.0939782
3.8325     5.9628334     0.0926510
3.8350     5.9524784     0.0924605
3.8375     5.9363780     0.0921826
3.8400     5.9202695     0.0919034
3.8425     5.9041524     0.0916249
3.8450     5.8880296     0.0913453
3.8475     5.6614323     0.0878021
3.8500     5.6494164     0.0875890
3.8525     5.6318684     0.0872903
3.8550     5.6198635     0.0870776
3.8575     5.6023288     0.0867787
3.8600     5.5903354     0.0865651
3.8625     4.9369750     0.0764249
3.8650     4.9214430     0.0761605
3.8675     4.9059172     0.0758968
3.8700     4.8953023     0.0757097
3.8725     4.8797879     0.0754466
3.8750     4.8642802     0.0751841
3.8775     4.5683994     0.0705887
3.8800     4.5537987     0.0703413
3.8825     4.5438218     0.0701665
3.8850     4.5338483     0.0699905
3.8875     4.5192628     0.0697448
3.8900     4.5000682     0.0694273
3.8925     5.0226297     0.0774656
3.8950     5.0114951     0.0772711
3.8975     5.0055242     0.0771550
3.9000     5.0047159     0.0771192
3.9025     5.0039101     0.0770837
3.9050     5.0031042     0.0770477
3.9075     4.6615047     0.0717661
3.9100     4.6414776     0.0714358
3.9125     4.6310945     0.0712541
3.9150     4.6207156     0.0710740
3.9175     4.6151590     0.0709670
3.9200     4.6047893     0.0707858
3.9225     4.7983689     0.0737400
3.9250     4.7816896     0.0734622
3.9275     4.7700534     0.0732612
3.9300     4.7533975     0.0729844
3.9325     4.7417822     0.0727842
3.9350     4.7301750     0.0725843
3.9375     5.0600963     0.0776242
3.9400     5.0422816     0.0773280
3.9425     5.0298662     0.0771148
3.9450     5.0174599     0.0769024
3.9475     5.0050640     0.0766897
3.9500     4.9872971     0.0763945
3.9525     4.9695425     0.0761006
3.9550     5.2122493     0.0797939
3.9575     5.1992579     0.0795726
3.9600     5.1862783     0.0793508
3.9625     5.1676593     0.0790421
3.9650     5.1547012     0.0788215
3.9675     5.1417527     0.0786011
3.9700     5.1836443     0.0792179
3.9725     5.1705656     0.0789949
3.9750     5.1632004     0.0788602
3.9775     5.1444354     0.0785509
3.9800     5.1256833     0.0782413
3.9825     5.1069455     0.0779336
3.9850     5.1643906     0.0787874
3.9875     5.1511936     0.0785637
3.9900     5.1380072     0.0783402
3.9925     5.1190591     0.0780290
3.9950     5.1058936     0.0778061
3.9975     5.0927386     0.0775838
4.0000     2.5397968     0.0386805
# mm  dd    h_s     H2O      O3     aot       dir       dif      seb
#  7  25  49.50   1.300   0.340   0.140   143.680    30.641  1316.21
